Singer Pink to receive a star on the Hollywood Walk of Fame,"American singer Alecia Beth Moore, professionally known as Pink, will be honoured with a star on the Hollywood Walk of Fame on February 5. The singer is recognised in the recording category and will receive the 2,656th star on Hollywood Boulevard, in front of the Hollywood and Highland complex. She is known for songs like 'Just Like Fire' and 'Try'. "
I was like 'Him also?': Actress Sayani on Hirani #MeToo row,"Reacting to the sexual harassment allegations against Rajkumar Hirani, actress Sayani Gupta said, ""I was like 'Oh my god! Him also?', like who to actually trust."" ""I know Raju sir pretty well and I've had amazing conversations...interactions with him. It really came as a shock,"" she added. Sayani further said every single person who comes out needs to be heard. "
"If film demands Kangana, then why not: Karan on working with her","Karan Johar, while talking about working with Kangana Ranaut, said, ""I have no problem with her...If the film demands a Kangana, if a filmmaker wants her then why not?"" ""Just because we had personal differences doesn't mean we are not going to work together,"" he added. Kangana had called Karan the ""flagbearer of nepotism"" on a 'Koffee With Karan' episode."
Chris Brown sues woman who accused him of rape,"Grammy-winning 29-year-old singer-songwriter Chris Brown, who was arrested after a 24-year-old woman accused him of raping her, has filed a defamation case against the woman. The woman reportedly alleged that Brown invited her to a hotel in Paris on the evening of January 15 and attacked her. Chris was released a day after being arrested."
Anderson equals Ian Botham's record with 27th 5-wicket haul,"England pacer James Anderson matched Sir Ian Botham's tally of 27 Test five-wicket hauls for England on day two of the first Test against the Windies. Anderson's milestone five-wicket haul came 16 years after his first, which he bagged on debut against Zimbabwe at Lord's in May 2003. Anderson has now picked up 570 wickets in Test cricket."
Congress training Priyanka to take over when Rahul fails: SAD,"After Priyanka Gandhi Vadra entered active politics, SAD chief Sukhbir Singh Badal said, ""I think they are training her so that when (Congress President) Rahul Gandhi will fail they can bring in Priyanka Gandhi."" He added, ""This is all drama and their media strategy. It will not make any difference at ground level."""
"Both Priyanka, Rahul complement each other: Sachin Pilot","After Priyanka Gandhi Vadra was appointed as Congress General Secretary of Uttar Pradesh East, Rajasthan Deputy CM Sachin Pilot said, ""Both Priyanka and Rahul complement each other and together they can do wonders."" Claiming they have team spirit, Pilot added, ""She (Priyanka) has been handling (the party) war room for long and hence we shouldn't prejudge her qualities and abilities."""
How can one earning â¹8 lakh be called poor? Tejashwi Yadav,"Talking about the 10% reservation for economically weaker section of general category, RJD leader Tejashwi Yadav said, ""How can someone earning â¹8 lakh a year be called poor?"" ""Itâs strange mathematics...one who can pay â¹72,500 as tax is being given reservation by this government,â he added. He also demanded at least 40% quota from the existing 27% for the OBCs."
"6-yr-old gifts khadaus to Yogi, fulfils deceased father's wish","A 6-year-old girl named Rimjhim has gifted wooden clogs crafted by her deceased father to UP CM Yogi Adityanath. Rimjhim, whose father died in 2018, said, ""My father had told me that he wanted to gift khadaus to Yogi ji."" Yogi asked the girl, who lives with her maternal relatives as her mother died in 2016, about school and family."
J&K Governor gives nod to bill for reservation to Paharis,"Jammu and Kashmir Governor Satya Pal Malik on Thursday approved the J&K Reservation Act (Amendment) Bill, 2014, which grants reservation to Pahari community. The amendment would add a separate category for those belonging to the community. Because of remoteness and ninaccessibility of the areas of their residence, they have historically faced backwardness, a spokesperson said. "
Pandya to be sent to NZ to join India squad at the earliest: BCCI,"Following CoA's decision to lift the bans on Hardik Pandya and KL Rahul, the BCCI has decided to include Pandya in India's limited-overs squad for the series against New Zealand. ""Pandya will be sent to New Zealand...at the earliest,"" the BCCI said. Meanwhile, KL Rahul will join India A squad to play the last 3 one-day games against England Lions."
ISRO launches student-made satellite Kalamsat-V2 into space,The Indian Space Research Organisation (ISRO) on Thursday successfully launched a small communication student-made satellite Kalamsat-V2 and imaging satellite Microsat-R through its PSLV-C44 into the intended orbit. The launch took place from the Satish Dhawan Space Centre in Sriharikota. The 10-cm cube satellite Kalamsat-V2 has a life span of two months and weighs about 1.2 kg.
Crew member dies during shoot of Shahid Kapoor's film in Mussoorie,"Ramu, a man in his thirties from Muzaffarnagar died during shooting of Shahid Kapoor's 'Kabir Singh' in Mussoorie. He was part of the crew responsible for functioning of the generator being used in the shoot. Ramu was repairing a generator when his muffler got caught in the fan of the generator causing his head to hit the fan, said police.n"
6 Karni Sena members who gathered outside Kangana's house arrested,"The Mumbai police on Wednesday arrested six members of the Karni Sena who allegedly assembled outside the residence of actress Kangana Ranaut to protest against recent statements made by her regarding the outfit. They were later granted bail by a Bandra magistrate court. ""The magistrate ordered them to be sent outside the city for eight days,"" said a police officer."
Kangana Ranaut starrer 'Manikarnika' hits the theatres,"Kangana Ranaut starrer 'Manikarnika: The Queen of Jhansi', which released today, ""is a well-made historical with the right scale, emotional quotient and battle sequences,"" said Bollywood Hungama. ""'Manikarnika'... highlights Kangana's prowess as an actor,"" said The Times of India (TOI). Koimoi wrote that the film has ""polished action sequences"". It has been rated 3.5/5 (Bollywood Hungama, TOI, Koimoi)."
Sarfaraz needs to be more responsible: Akram on 'Abey Kaale' remark,"Reacting to Pakistan captain Sarfaraz Ahmed calling South Africa's Andile Phehlukwayo 'Abey Kaale' during the second ODI, ex-Pakistan captain Wasim Akram said Sarfaraz needs to be more responsible. ""I can imagine...he uttered those remarks under pressure...however, he needs to be more responsible with his words even if they are said on a lighter note or in frustration,"" Akram added."
Watched men's ODI to understand pitch: Smriti on slamming ton vs NZ,"India Women opener Smriti Mandhana, who slammed a match-winning knock of 105(104) against New Zealand Women at Napier on Thursday, said she watched the India-New Zealand men's ODI at Napier to understand the pitch. ""We decided to just keep it simple, play according to the merit of the ball,"" she added. India Women won the ODI by nine wickets."
"JeM terrorists plan attacks in Delhi on Republic Day, held","Two suspected Jaish-e-Mohammad terrorists, Abdul Latif Ganai and Hilal Ahmad Bhat, have been arrested on charges of planning to carry out terror strikes in Delhi during Republic Day celebrations. They were reportedly planning to target seven places including Jama Masjid, a gas pipeline and crowded markets like Lajpat Nagar and Palika Bazar. They were arrested from Delhi and J&K."
Got India to cut tariffs on motorcycles by half in 2 minutes: Trump,"At a White House event on the Reciprocal Trade Act, US President Donald Trump said that he got India to cut tariffs on motorcycles from 100% to 50% ""just by talking for about two minutes"".  He, however, pointed out India's duties on American whisky, saying, ""India has a very high tariff...You look at whisky...India gets 150%, we get nothing."""
Law student fires at Domino's staff on being delivered cold pizza,"Law student Sanam Setia was arrested in Punjab's Kharar for opening fire at Domino's Pizza staff after an argument on being delivered a cold pizza. Setia abused the delivery boy and refused to pay, following which the outlet's manager and two staffers reached his house. Setia then got his licensed gun and opened fire at them, though they escaped unhurt."
Kuwait reduces TN man's death penaltyÂ as family raises 'blood money',"A Tamil Nadu man, who was facing death penalty in Kuwait, had his sentence commuted to life imprisonment by the government after his family raised â¹30 lakh 'blood money' to pay the victim's family. The man was sentenced to death for killing a Keralite in September 2013. The victimâs family demanded â¹30 lakh as compensation to pardon the accused."
Want to do something other than comedy now: Kartik Aaryan,"Kartik Aaryan, who made his debut with 'Pyaar Ka Punchnama' in 2011, said, ""I like thrillers and the anti-hero zone. I love watching them. I'd like to do something in this, other than comedy."" ""I'm offered a lot of comedy films. I want to do serious films now,"" he added. Kartik further said comedy's the most difficult thing to do."
Samsung may stop making flagship phones in India: Reports,"South Korean multinational conglomerate Samsung may reportedly stop manufacturing its flagship smartphones in India in response to government's Phased Manufacturing Programme (PMP). The deadline of the PMP has moved ahead from anytime in 2019-20, to February 2019, according to reports. It now mandates firms to either locally make components from February 2019 or pay 10% import duty."
Priyanka's appointment is Congress' internal matter: Rajnath,"After Priyanka Gandhi Vadra was appointed as the Congress General Secretary of Uttar Pradesh East, Union Home Minister Rajnath Singh said, ""We do not consider Congress a challenge in UP. This is their internal matter."" Singh added, ""Congress is no match to BJP. People have realised that we are working to take the country ahead."""
McLaren reveals 2050 Formula 1 concept car with AI co-pilot,"McLaren has revealed its concept car for Formula 1 in 2050, 'MCLExtreme', that could feature an AI co-pilot. The human driver in the car could connect to the AI, which will learn and predict the driver's preferences and state of mind, via their helmet, the company said. The all-electric concept car could reach speeds of up to 500 kmph."
Fresh milk startup Country Delight raises $7-10 mn: Reports,"Gurugram-based fresh milk startup Country Delight has reportedly raised around $7-10 million in a Series B round of funding. The round was reportedly led by venture capital firm Matrix Partners. Founded by IIM-Indore alumni Chakradhar Gade and Nitin Kaushal, Country Delight is based on the farm-to-fridge concept and delivers fresh milk directly to houses through a subscription model."
Laser-based tech to beam audio directly to person's ear made,"MIT's Lincoln Laboratory researchers have developed methods to use eye-and-skin-safe laser light to beam audible messages to a person's ear without any receiver equipment. The methods use water vapour in the air to absorb light and create sound. ""This can work even in relatively dry conditions because there is almost always a little water in the air,"" researchers said."
"Maharashtra govt to distribute â¹2,900 cr for drought relief","The Maharashtra government on Thursday announced disbursement of â¹2,900 crore for relief measures in drought-affected areas of the state. ""Government will release compensation to farmers which will be credited into their accounts in coming days,"" State Relief and Rehabilitation Minister nChandrakant Patil said. ""151 tehsils, 268 mandals, 923 villages have been declared drought affected,"" he added."
"25,000 security personnel to be deployed in Delhi for R-day","Around 25,000 security personnel will be deployed in and around Delhi's Rajpath to prevent any untoward incident during the 70th Republic Day celebrations. Apart from Delhi police, special armed forces and other security agencies will be deployed in the area. Various CCTV cameras and face-recognition cameras have also been installed to help officers identify terrorists and criminal elements."
"Boycott those who discriminate between boys, girls: Minister","Rajasthan's Women and Child Development Minister Mamta Bhupesh on Thursday said, ""Those who discriminate between boys and girls should be socially boycotted."" Speaking at a programme on National Girl Child Day, she added, ""It's disappointing that most of the cases of female foeticide come from educated society."" ""Daughters today are playing an important role in nation building,"" she further said."
Ex-Pak PM Sharif quotes Ghalib to describe his condition in jail,"Pakistan's jailed former Prime Minister Nawaz Sharif on Thursday quoted Mirza Ghalib to describe his condition when his party leaders visited him in jail in Lahore, the local media reported. ""Unke dekhe se jo aa jaati hai munh par raunaq, woh samajhtey hain ki beemar ka haal achchha hai,"" Sharif quoted Ghalib while responding to questions about his health. "
WikiLeaks to sue US to reveal charges filed against Assange,"WikiLeaks is seeking to sue the US government to disclose any charges secretly filed against its founder Julian Assange. He faces possible extradition to the US after WikiLeaks published thousands of classified US military and diplomatic cables. WikiLeaks said that US prosecutors have approached people in the US, Germany and Iceland ""and pressed them to testify against Assange"". "
"Former Scotland leader charged with sexual assault, attempted rape","Former Scottish First Minister Alex Salmond was on Thursday charged with attempted rape and sexual assault. Salmond, who denied committing any crime, faces a total of 14 charges, including breach of peace and indecent assault. The 64-year-old has been under investigation following allegations of sexual harassment by two female civil servants."
Reliance Entertainment elevates COO Shibasish Sarkar to Group CEO,"Media and entertainment company Reliance Entertainment on Thursday said it has elevated  Shibasish Sarkar to the role of Group CEO for the content, digital and gaming segments. He was previously Chief Operating Officer of the studio. Sarkar had in 2018 led the process on behalf of Reliance Entertainment for listing its UK-based gaming company, Codemasters, on the London Stock Exchange."
CBI books former Air India CMD over corruption charges,"The CBI has booked former Air India Chairman and Managing Director Arvind Jadhav for allegedly violating procedures during promotions. The CBI alleged that Jadhav formed an ""illegal"" promotion panel to recommend suitable candidates for promotions to the post of General Manager (Operations) in 2010. He allegedly granted promotions to officials facing criminal cases and vigilance complaints."
"TRAI app to help subscribers select TV channels, calculate bill",TRAI has launched a web application for Direct-To-Home (DTH) and cable TV subscribers to help them preview subscription packs and prices. The app lists all channels and informs subscribers about TV viewing costs once they exercise their choices in the mock subscription. This comes ahead of the rollout of the new tariff regime which will be effective from February 1.
'Four More Shots Please' follows lives of 4 women best friends,"Presenting an ode to friendship that lasts through thick and thin, 'Four More Shots Please' traces the journey of 4 women best friends who face their highs and lows together in the city of Mumbai and more often than not, end the day with some shots. The show will be streaming on Amazon Prime Video from January 25. "
Fans stealing milk to pour over actors' cutouts: TN dealers seek ban,"A Tamil Nadu milk dealers' association has approached Chennai Police seeking a ban on the practice of celebrating movie releases with 'paalabishekam', which involves pouring milk over stars' posters and cutouts. The association said fans steal milk from boxes kept outside shops as they arrive in the morning. ""We approached top actors...but none of them have done anything,"" it added."
"Thought Rao would be like character in 'Love, Sex...': Patralekhaa","Rajkummar Rao's girlfriend Patralekhaa has revealed to 'Humans of Bombay' she first saw him in 'Love, Sex Aur Dhokha', while adding, ""I thought the weird guy he played was...what he was like."" ""He first saw me in an ad and thought, 'I'm going to marry her',"" she added. Patralekhaa further said once they began working together, ""it was magic""."
Pink Floyd star sends private jet to reunite mother with her kids,"Pink Floyd Co-founder Roger Waters used his private jet to reunite a Trinidadian mother with her two children, four years after they were abducted and taken to Syria. The boys were taken to Syria by their father who was an ISIS fighter in 2014. The father reportedly died in 2017, after which the children were abandoned by his Belgian wife."
I'll let you off as I love you: Pietersen to Kohli over pic caption,"Ex-England captain Kevin Pietersen trolled India captain Virat Kohli after the latter shared a picture with the caption, ""Basking in the sun."" Pietersen pointed out Kohli was ""more in the shade"" after which Kohli said his first caption was ""much worse"" and that his face was still in the sun. ""I'll let you off cos I love you,"" Pietersen responded."
Footballer's ex-girlfriend blames football mafia for missing plane,"After a small passenger plane carrying 28-year-old Argentine footballer Emiliano Sala disappeared over English Channel, the forward's former girlfriend Berenice Schkair claimed that ""football mafia"" is behind the incident. ""Investigate the football mafia because I don't believe this was an accident,"" she wrote in a now deleted Twitter post. ""I feel impotent, I'm in a nightmare,"" she further wrote."
Search for plane carrying 28-yr-old Argentine footballer called off,"The search for the missing plane carrying 28-year-old Cardiff City forward Emiliano Sala has been called off, the police has said. The Argentine footballer and 59-year-old pilot, Dave Ibbotson, had been missing since their plane disappeared from radar over English Channel on Monday night. ""The chances of survival at this stage are extremely remote,"" a statement read."
Players must toughen up: Napier Mayor on sunstrike break in ODI,"Reacting to sun stopping play in the first New Zealand-India ODI at Napier for around 37 minutes, Napier's Mayor Bill Dalton said that players need to toughen up as cricket is an outdoor sport. ""It's all a bit weird to me...I wonder if in India they go off the field because they have sun in their eyes,"" he added. "
Rahul has accepted he can't do politics all alone: Sumitra Mahajan,"Speaking about Congress President Rahul Gandhi's sister Priyanka Gandhi Vadra joining active politics, Lok Sabha Speaker Sumitra Mahajan said, ""Rahulji has accepted he canât do politics all alone, and for that he is taking Priyankaâs help."" ""She (Priyanka Gandhi Vadra) is a good woman,"" Mahajan added. Priyanka has been appointed as general secretary in-charge of Uttar Pradesh East."
PM Modi-led panel's meet to select CBI chief remains inconclusive,"The high powered selection committee meeting, chaired by Prime Minister Narendra Modi, on Thursday for the appointment of a new CBI Director was inconclusive, reports said. Names of as many as 80 officers from four IPS batches were presented before the committee. The committee also comprised Chief Justice of India Ranjan Gogoi and Mallikarjun Kharge of the Congress. "
12-year-old US girl dies after snow fort collapses on her,"A 12-year-old girl died after a snow fort collapsed while she was playing along with another girl outside a church in Chicago, US. Their families began looking for the girls about an hour after they went outside to play. The other girl was treated for hypothermia and remains at a hospital."
"Models wear memes-inspired gowns at Paris fashion show, pics viral","Pictures of memes-inspired gowns worn by models at a fashion show in Paris have gone viral. They have been created by Dutch fashion house Viktor&Rolf as part of their Spring/ Summer 2019 collection showcased at Paris Couture Week. The gowns had writings like 'Sorry, I'm late. I didn't want to come' and 'I'm not shy, I just don't like you'."
IndiGo appoints aviation veteran Ronojoy Dutta as new CEO,"India's biggest airline IndiGo has named Ronojoy Dutta as its CEO for a period of five years. The 67-year-old takes over from Co-founder and interim CEO Rahul Bhatia, who was filling in after Aditya Ghosh's departure last year. An IIT and Harvard alumnus, Dutta was with United Airlines for 17 years and served as its President between 1999 and 2002."
"Who is Yes Bank's new CEO Ravneet Gill, a cricket fan and art collector?","Yes Bank on Thursday named Deutsche Bank's India head Ravneet Gill as its next CEO. Gill, who joined Deutsche Bank in 1991 and became its India CEO in 2012, holds a Master's degree in Political Science from Delhi's Hindu College. Gill is an ardent cricket fan and has been an art collector for several years along with his wife. "
CBI arrests Bengali producer Shrikant Mohta for alleged fraud,"Bengali film producer Shrikant Mohta was arrested by the CBI in Kolkata in connection with the multi-crore Rose Valley money laundering scam. Mohta had reportedly taken â¹25 crore from jailed Rose Valley chairman Gautam Kundu and had threatened Kundu when asked to return the money. The CBI earlier accused Kundu of defrauding investors from across India of over â¹17,000 crore."
'The Gandhi Murder' India release cancelled due to threats,"'The Gandhi Murder', a film based on Mahatma Gandhi's assassination, will not release in India as ""certain elements have issued threats"", the film's producer Lakshmi R Iyer said. ""If Indians are too sensitive to learn the truth, it's clearly not the time,"" Lakshmi said. The film is set to release worldwide on January 30, which is Mahatma Gandhi's death anniversary."
India's 4G download speed on average fastest at 4 am: Report,"According to data reported by OpenSignal, India experiences its fastest average 4G download speed of 16.8 Mbps at 4 am and its slowest average speed of 3.7 Mbps at 10 pm. The report, that compiled data from 20 Indian cities, said the average speeds were affected by network congestion. The daily average speed was 6.5 Mbps, as per the report."
We need to earn back trust: Facebook COO Sheryl Sandberg,"Facebook Chief Operating Officer (COO) Sheryl Sandberg, in an interview at the World Economic Forum in Davos, said the social media platform needs to win back trust. Facebook has recently faced many scandals for violating its usersâ privacy and Sandberg was allegedly involved in some. ""We did not anticipate all of the risks from connecting so many people,"" she added."
"Renault names Michelin head as Chairman, Thierry BollorÃ© as CEO","Renault on Thursday said it has appointed tyre giant Michelin's CEO Jean-Dominique Senard as its new Chairman and Thierry BollorÃ© as CEO. Senard will represent Renault in its alliance with Japanese carmakers Nissan and Mitsubishi, the French automaker added. This comes after Carlos Ghosn, who is jailed in Tokyo, has resigned as the Chairman and CEO of Renault. "
SpaceX's Starship rocket prototype damaged by strong winds,"Elon Musk-led SpaceX's 30-foot-wide Starship rocket prototype, to be launched to suborbital heights, was damaged after strong winds blew over the upper section of the rocket. Musk confirmed the incident saying, ""50 mph (nearly 80 kmph) winds broke the mooring blocks late last night & fairing was blown over."" He added it'll take a ""few weeks"" to repair the damage."
Missing radioactive isotope found in scrapyard in Andhra,"A container of radioactive isotope Cs-137, which went missing from ONGC base in Andhra Pradesh earlier this month, was located by police in a scrapyard on Wednesday. ""The radioactive substance Cs-137 [has] been recovered but the accused have not yet been identified,"" the police stated. The isotope, which is reportedly worth â¹27 lakh, is not explosive, ONGC officials said."
NASA discovers fresh 'blast pattern' near south pole of Mars,"US space agency NASA has discovered a fresh ""two-toned blast pattern"" near the south pole of Mars, captured by the Mars Reconnaissance Orbiter (MRO). The impact crater had formed sometime between July and September 2018, NASA planetary scientist Ross Beyer said. ""Itâs notable because it occurred in the seasonal southern ice cap, and has apparently punched through it,"" he added."
I feel pained even if a terrorist loses his life: J&K Governor,"Jammu and Kashmir Governor Satya Pal Malik has said that he feels ""pained"" even if a terrorist loses his life and urged militants to return to the mainstream. Malik added his administration was in the process of formulating a new package for the rehabilitation of terrorists. He further lauded the security forces' efforts in curbing terrorist activities in the state."
10% EWS quota in govt jobs applicable from February 1:âCentre,"The new 10% quota for the Economically Weaker Sections (EWS) in the general category will be applicable to all central government posts from February 1, an official order said. Instructions regarding reservation in admission to educational institutions will be issued by the Ministry of Human Resource Development, the order added."
DRDO successfully test-fires Barak 8 LRSAM missile,"Defence Research and Development Organisation (DRDO) has successfully test-fired Barak 8 LRSAM (Long Range Surface-to-Air Missile) from naval warship INS Chennai off the coast of Odisha. ""The missile (directly) hit a low flying aerial target,"" Defence Minister Nirmala Sitharaman tweeted. The Barak 8 LRSAM missile defence system has been jointly developed by DRDO and Israel Aerospace Industries."
5 killed as gunman opens fire in Florida bank shooting,"A gunman killed all five people on Wednesday inside a bank in Florida, US, police said. Police responded to the bank shooting after the 21-year-old himself called a police dispatcher and said that he had shot five people. The suspected shooter surrendered himself after initially barricading himself inside the bank."
Deals worth â¹3 lakh cr signed at Global Investors Meet: TN,"Tamil Nadu CM Edappadi K Palaniswami on Thursday announced the state has signed agreements amounting to over â¹3 lakh crore during the second edition of the Global Investors Meet (GIM). Some of the biggest investors included Chennai Petroleum, Hyundai Motor India and MRF. MoUs worth â¹30,000 crore were signed between the government and nearly 12,000 small businesses, the CM added."
"Suspension on Pandya, KL Rahul lifted with immediate effect by CoA","Hardik Pandya and KL Rahul, who were suspended pending inquiry for their comments on women on 'Koffee with Karan', are available for Team India selection after the CoA lifted the ban on them with immediate effect today. The suspension has been lifted pending appointment and adjudication of the allegations by the BCCI Ombudsman, a BCCI press release said."
Rajkummar ran from Mumbai airport to Juhu to see me: Patralekhaa,"Speaking to 'Humans of Bombay', Rajkummar Rao's girlfriend Patralekhaa revealed, ""He [Rao] would...go out of his way for me. Once he was late to see me, so he ran...from the airport to Juhu!"" She added, ""When we weren't earning much, he gifted me my favourite bagâit was so expensive!"" ""We don't know what...future holds, but...being together is enough,"" said Patralekhaa."
"My parents still scold me, even hit me to keep me grounded: Kartik","Actor Kartik Aaryan has revealed his parents still scold him and sometimes even hit him to keep him grounded. The 28-year-old actor added, ""They tell me everything depends on the next Friday, so, relax...So, I wonât be high-headed ever."" ""Itâs not as if I have become a huge star and success has gone to my head,"" the actor said."
Govinda's nephew Janmendra passes away after heart attack at 34,"Actor Govinda's 34-year-old nephew Janmendra Ahuja passed away on Thursday morning after suffering from a heart attack. According to reports, he had complained of chest pain in the morning, following which he collapsed. Janmendra had directed a film titled 'Jahan Jaaeyega Hamen Paaeyega' which starred Govinda in the lead role."
Punjabi singer Ammy Virk to play ex-pacer Balwinder Sandhu in '83,"Punjabi singer-actor Ammy Virk will be making his Bollywood debut with Kabir Khan directorial '83, which is based on India's first World Cup victory in 1983. Virk will play former fast bowler Balwinder Singh Sandhu in the film that stars Ranveer Singh in the role of former captain Kapil Dev. Interestingly, Sandhu is also coaching Ranveer for the film."
Not many thought I'd play after knife attack: Aus Open finalist,"Two-time Wimbledon champion Petra Kvitova, who reached Australian Open 2019 final on Thursday, said not many people believed she could play tennis after an intruder attacked her with a knife in 2016. ""It wasn't only physical but mentally it was very tough...It really took me a while to believe. I wasn't confident about being alone anywhere,"" the 28-year-old added."
"Zuckerberg once killed a goat, served it to me in dinner: Twitter CEO","Twitter CEO Jack Dorsey revealed that Facebook's CEO Mark Zuckerberg once killed a goat by himself and served it to him in dinner. ""Well, there was a year when he (Mark Zuckerberg) was only eating what he was killing,"" said Dorsey. ""The only meat I'm eating is from animals I've killed myself,"" Zuckerberg had said in 2011. "
Sultan Abdullah elected new Malaysian king,"Sultan Abdullah Sultan Ahmad Shah was on Thursday elected as Malaysia's new king by the members of the country's royal families. The 59-year-old was earlier appointed the Sultan of the Malaysian state of Pahang. He replaces Sultan Muhammad V of Kelantan, who stepped down earlier this month, making it the first abdication in Malaysia's history."
2 China firms announce 8-day dating leave for single women over 30 ,"Two Chinese companies have announced an extra eight days of annual 'dating leave' for unmarried single women employees aged over 30 years in non-frontline roles. The leaves will be given every year over the Chinese New Year to ""go home and date"", the company said. The leaves come into effect over the Chinese New Year on February 5."
"Who is Ken Griffin, who bought most expensive US home at â¹1,700 cr?","Billionaire Ken Griffin, who bought the most expensive US home for $238 million (â¹1,700 crore) in New York, is the CEO of $28-billion Citadel hedge fund. The 50-year-old, who has a $9.6-billion fortune, began trading from his Harvard University dorm room in 1987 and founded Citadel in 1990. Griffin owns art collection and real estate worth around $700 million each. "
186-year-old Asian conglomerate briefly loses $41 billion in value,"Shares of Singapore-listed Jardine Matheson, a 186-year-old Asian conglomerate, briefly plunged 83%, or nearly $41 billion in market value, before recovering fully on Thursday. Around 167,500 shares traded at prices less than 25% of the previous day's close. Singapore Exchange said there was no basis to cancel trades executed during the dramatic move, adding there were no malfunctioning systems. "
Vidya Balan to host radio talk show: Reports,"Actress Vidya Balan will host a radio show titled 'With Vidya Balan Dhun Badal Ke Toh Dekho', as per reports. ""She will talk on a variety of social issues [such as] woman empowerment...and depression,"" reports further stated. The show will reportedly be aired on the radio channel 92.7 Big FM and will be launched in March, this year."
#MeToo movement led to tremendous accountability: Karan,"Speaking about the #MeToo movement in India, filmmaker Karan Johar said, ""The movement has led to tremendous accountability in the environment I occupy."" ""I am a feminist. When I hear of these incidents, it makes my stomach churn,"" the filmmaker added. Karan further said that respecting women has always been important to him. "
Bombay HC refuses to grant stay on 'Manikarnika...' release,The Bombay High Court on Thursday rejected a plea seeking a stay on the release of the upcoming Kangana Ranaut starrer 'Manikarnika: The Queen Of Jhansi'. The petition was filed by a lawyer who claimed to be a fifth generation descendant of Rani Lakshmi Bai. The petitioner accused the film's makers of wrongly depicting historical facts about the queen.
"Felt underutilised after 'Queen', decided to direct: Kangana","Actress Kangana Ranaut revealed that she had decided she wanted to become a director while shooting for her film 'Queen', adding, ""After 'Queen', I started to feel absolutely underutilised."" ""I started thinking that acting isn't...for me and I must pursue direction,"" she said. Kangana has been credited as co-director of the upcoming film 'Manikarnika: The Queen of Jhansi'. "
Kangana was born to play Rani Lakshmi Bai: Manoj Kumar,"Veteran actor-filmmaker Manoj Kumar, while speaking about Kangana Ranaut's performance in the upcoming film 'Manikarnika: The Queen of Jhansi', said the actress was ""born to play the role of Rani Lakshmi Bai"". ""Everybody has done a great job in the film, but Kangana...immortalised the character of Rani Lakshmi Bai,â Manoj added. The film is set to release on January 25. "
SoundCloud's Co-founder Eric Wahlforss steps down as CPO,"Music streaming service SoundCloud's second Co-founder and CPO Eric Wahlforss announced he will be ""stepping back from day-to-day operations"" after over 11 years to ""take a break...think about what's next"". Wahlforss said he will transition into an advisory role effective March 1. Earlier in 2017, SoundCloud Co-founder and then CEO Alexander Ljung had stepped down from his role as CEO."
Welcome regulation on face recognition tech: Satya Nadella,"Speaking at World Economic Forum 2019, Microsoft CEO Satya Nadella said, the company welcomes regulation on facial recognition technology that'll help the marketplace ""not be a race to the bottom"". He added on racing to the bottom, the marketplace may face more ""heavy-handed regulatory regimes"". Microsoft will use principles ""to build"" and ensure ""fair"" use of the technology, he said."
"Microsoft Bing inaccessible in China, govt blockage reported","Chinese state-owned telco 'China Unicom' has reportedly revealed the country's government has passed an order to block software giant Microsoft's search engine 'Bing'. ""We've confirmed that Bing is currently inaccessible in China and are engaged to determine next steps,"" Microsoft said. Notably, platforms like Facebook, Instagram, and Twitter have been permanently banned for years in China."
"Sequoia India unveils startup incubator, accelerator 'Surge'","Venture capital firm Sequoia Capital India has unveiled its startup incubator and accelerator programme 'Surge', open to startups based out of, or building for, Indian and Southeast Asian markets. It will pick up 10â20 startups twice a year and invest $1.5 million in each. There will be a programme fee, but this is waived for its first cohort, Sequoia said."
Sports social engagement app Rooter raises â¹1 crore,"Delhi-based live sports engagement app Rooter has raised â¹1 crore funding from Anthill Ventures along with its network of investors. The startup is also a part of the 'Anthill Studio' accelerator programme. Founded in 2016, Rooter offers live fantasy game, live match prediction and peer-to-peer engagement via integration of technology and social gaming."
Self-guiding ocean robots complete 1 yr under Antarctic ice,"Self-guiding ocean robots termed 'Seagliders', deployed in January 2018, completed one year of their mission to travel under the Antarctic Dotson Ice Shelf and return to report observations. In the mission, funded by late Microsoft Co-founder Paul Allen's foundation, Seagliders made 18 trips into the ice shelf's cavity. The Seagliders also made 30 surveys along the ice shelf's face."
China detains ex-citizen and govt critic for 'criminal activity',"China has detained its former citizen and government critic, Yang Hengjun, for alleged ""involvement in criminal activities endangering China's national security"". Hengjun, a writer and former Chinese diplomat, is now an Australian citizen. The 53-year-old has been detained since travelling from New York to the Chinese city of Guangzhou last week."
Saudi Arabia builds its 1st ballistic missile factory: Reports,"Saudi Arabia, which does not currently possess nuclear weapons, has built its first-known ballistic missile factory, reports quoting weapons experts and image analysts said. Satellite images reviewed by the experts appeared to show a rocket-engine production and test facility. The factory is reportedly in the same location as the al-Watah missile base which first became public in 2013."
Yes Bank shares rally 19% following new CEO appointment,"Shares of Yes Bank on Thursday rallied as much as 19% after the lender announced the appointment of Ravneet Singh Gill as its Managing Director and Chief Executive Officer. Gill, who is currently heading Deutsche Bank India, will join Yes Bank by March 1. The RBI had asked Rana Kapoor to step down from Yes Bank by January 31.n"
